Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
31056,646.703,235.3317725,168.2782575,1.398468085,0.699054738,31392,198.8510179,0.779459378,0.989296636,0.933137474,0.844981601,0.007577659,0.002382889,0.713993906,0.99849769,2
31080,655.899,241.5093017,164.6145312,1.467120186,0.731718067,31500,198.9278388,0.787413544,0.986666667,0.907855934,0.823686034,0.00777057,0.002206375,0.678458682,0.995380428,2
26038,618.657,230.3408572,144.2018142,1.59735062,0.77979365,26411,182.0785854,0.785412645,0.985877097,0.854904541,0.79047455,0.008846334,0.002130564,0.624850014,0.998104557,2
67549,991.709,384.414407,224.2826694,1.713972854,0.81215638,68128,293.2678946,0.766209165,0.991501292,0.863098335,0.762895171,0.005690897,0.001189104,0.582009041,0.997547698,1
40690,760.969,290.702356,180.4945831,1.610587703,0.78389662,41649,227.613965,0.672395274,0.976974237,0.883005937,0.78297943,0.007144319,0.001656312,0.613056788,0.987381724,2
37733,731.473,270.6278272,177.8026569,1.522068522,0.753890014,38174,219.1874717,0.723686229,0.988447635,0.886205823,0.80992215,0.007172179,0.001903724,0.655973889,0.998437208,2
57352,967.188,389.4594895,188.3289886,2.0679742,0.87530844,58247,270.2273753,0.684620159,0.984634402,0.770436114,0.693852333,0.006790687,0.000970871,0.48143106,0.995587011,3
30748,660.344,247.1110262,159.3799699,1.550452207,0.764205255,31187,197.8625016,0.697803195,0.985923622,0.886107198,0.800702844,0.008036654,0.002037701,0.641125045,0.994033741,2
66734,975.556,366.1793011,234.7761571,1.559695437,0.767414903,68092,291.4933409,0.689308254,0.980056394,0.881155614,0.796039918,0.005487147,0.001359145,0.633679551,0.988347105,1
28240,648.293,247.933286,145.2984482,1.706372567,0.810283216,28646,189.6214248,0.669194313,0.985826992,0.844368245,0.764808259,0.008779507,0.001852935,0.584931673,0.99811136,2
25084,590.532,219.2852822,145.9218272,1.50275861,0.746448785,25369,178.7118931,0.788111097,0.988765817,0.903898745,0.814974408,0.008742038,0.002378857,0.664183287,0.998107152,2
30221,642.338,242.2523494,159.0550164,1.523072676,0.754267283,30551,196.1595582,0.776669836,0.98919839,0.920431482,0.809732325,0.008016027,0.002125714,0.655666439,0.998627638,2
29687,655.459,236.9834375,160.9338924,1.472551455,0.734051858,30352,194.4187809,0.78311219,0.978090406,0.868330617,0.820389741,0.007982734,0.002230552,0.673039327,0.99108504,2
41889,784.724,294.5589788,181.5758236,1.622236776,0.7874075,42560,230.9431343,0.753656825,0.984234023,0.854822581,0.784030197,0.007031893,0.001639016,0.614703351,0.997194382,2
30706,643.256,236.0177787,166.0463135,1.421397282,0.710662517,31055,197.727321,0.788546482,0.988761874,0.932535595,0.837764519,0.007686373,0.00233555,0.70184939,0.997606816,2
31945,656.148,234.9751152,173.2464067,1.356305851,0.675568938,32280,201.6770618,0.771283017,0.989622057,0.932414756,0.85829115,0.007355615,0.002462279,0.736663698,0.999141284,2
33432,672.646,246.0380294,173.3977662,1.418922716,0.709445781,33785,206.3175816,0.773942635,0.989551576,0.928536744,0.838559722,0.007359357,0.002244686,0.703182408,0.997761492,2
34494,684.366,253.7005454,173.4545184,1.4626344,0.729765198,34824,209.5689024,0.774658642,0.990523777,0.925500319,0.826048293,0.007354918,0.002112416,0.682355782,0.998037039,2
23692,563.739,197.0441659,153.5096536,1.283594623,0.626946688,24015,173.6824438,0.749225223,0.986550073,0.936818431,0.881439159,0.008316907,0.003096784,0.776934991,0.997269576,2
35059,692.035,264.6170595,169.0031819,1.565751937,0.769480113,35328,211.2782649,0.75454115,0.992385643,0.919926795,0.79843025,0.007547764,0.001892108,0.637490864,0.998152554,2
30398,644.92,240.5503201,161.4825028,1.489637056,0.741181706,30741,196.7331586,0.725731748,0.988842263,0.918423915,0.817846172,0.00791336,0.002183872,0.668872362,0.996377056,2
29817,654.94,249.9393798,153.5127658,1.628134171,0.789150408,30306,194.8439979,0.761103737,0.983864581,0.873515827,0.779565021,0.008382446,0.001909677,0.607721622,0.989452339,2
75899,1141.825,377.2658014,257.4320968,1.465496363,0.731013814,77693,310.8659007,0.747096228,0.976909117,0.73155473,0.823997032,0.004970629,0.001413493,0.678971109,0.99502969,0
34385,724.415,255.490441,172.2020332,1.483666809,0.738726074,35199,209.2375247,0.770618557,0.976874343,0.823387034,0.8189642,0.007430288,0.002061793,0.670702361,0.995098832,2
46119,774.893,258.1131983,227.8827401,1.132657954,0.469600415,46508,242.3232027,0.7909278,0.991635848,0.965175458,0.938825307,0.005596678,0.002681941,0.881392957,0.998316744,4
30328,640.099,232.118192,166.745123,1.392053859,0.695668445,30683,196.5065111,0.742750784,0.988430075,0.930163595,0.846579535,0.007653594,0.002425025,0.71669691,0.997680699,2
67439,998.962,357.3101094,240.5337456,1.485488485,0.739479357,68597,293.0290116,0.746080915,0.983118795,0.849225545,0.820097176,0.005298271,0.001478343,0.672559378,0.999079211,0
41698,766.077,296.5291863,179.9102106,1.648206543,0.794915561,42182,230.4160206,0.75994168,0.988525912,0.892853575,0.77704331,0.007111353,0.001599237,0.603796306,0.995181023,2
24491,575.664,215.5036588,145.2785462,1.483382539,0.738608206,24841,176.5868333,0.762959502,0.98591039,0.928705976,0.819414549,0.0087993,0.002447048,0.671440202,0.996002672,2
31850,655.786,245.3936505,165.783154,1.480208601,0.737286273,32201,201.3769587,0.776980874,0.989099717,0.930668509,0.820628237,0.007704667,0.002155358,0.673430703,0.996817919,2
32507,674.634,252.3741389,164.4122664,1.535007968,0.758680908,32883,203.443353,0.743017143,0.98856552,0.897532752,0.806118067,0.007763686,0.002022285,0.649826338,0.997488606,2
24761,576.546,210.827701,150.2609306,1.403077301,0.701449553,25024,177.5575523,0.804660081,0.98949009,0.936073859,0.842192707,0.008514507,0.002642318,0.709288556,0.995186673,2
25799,596.614,227.0118822,144.942118,1.566224403,0.769639981,26040,181.2410191,0.71620121,0.990745008,0.910805944,0.798376796,0.008799251,0.002205246,0.637405508,0.998320062,2
35495,704.595,253.8907406,178.39469,1.423196736,0.711542022,35963,212.5879527,0.756226431,0.986986625,0.898458311,0.837320621,0.007152859,0.002168835,0.701105823,0.997811519,2
38169,739.545,271.3065485,179.940888,1.507753749,0.748408302,38680,220.4501762,0.717233215,0.986789038,0.876983527,0.812550148,0.007108034,0.001911305,0.660237743,0.995475933,2
42791,773.403,290.7249166,188.2196012,1.544604891,0.76213787,43176,233.416352,0.769317896,0.991083009,0.89898117,0.802877011,0.006794067,0.001741429,0.644611494,0.995670066,5
29628,646.71,230.3177859,164.0233621,1.404176716,0.702016099,29994,194.2254907,0.785471898,0.98779756,0.890211186,0.843293495,0.007773653,0.002425046,0.711143919,0.998571733,2
38085,738.65,282.2942539,172.1916459,1.639418988,0.792422817,38558,220.207466,0.772201946,0.987732766,0.877175352,0.780063579,0.007412216,0.001692964,0.608499187,0.997585121,2
35594,689.634,254.572928,178.4418372,1.426643729,0.713214496,35966,212.8842135,0.811629233,0.989656898,0.940479494,0.836240582,0.00715213,0.002157447,0.699298311,0.99764955,2
35077,707.652,261.0852171,172.9925206,1.509228354,0.748982079,35566,211.3324952,0.785880719,0.986250914,0.880223238,0.809438763,0.007443203,0.00197095,0.655191111,0.988833002,5
25623,586.152,212.7174707,153.8165733,1.382929461,0.690740554,25883,180.6217508,0.721733987,0.989954797,0.937172073,0.849115732,0.008301818,0.002662076,0.720997526,0.997088719,2
37679,719.773,258.0769547,186.9177304,1.380698097,0.689515112,38070,219.030575,0.723177613,0.989729446,0.913940934,0.848702571,0.006849358,0.002192056,0.720296055,0.994511392,2
28213,626.697,230.6648877,156.269424,1.476071786,0.735546882,28535,189.5307555,0.758373206,0.988715612,0.902700954,0.821671462,0.008175837,0.002298819,0.675143991,0.996560997,2
26816,609.169,227.9826047,150.451682,1.515321076,0.751330473,27176,184.778764,0.698333333,0.986753017,0.908088701,0.810495013,0.008501738,0.002263022,0.656902165,0.995417696,2
41623,766.942,295.0732318,179.9179989,1.640042873,0.792601375,42054,230.2087087,0.782387218,0.989751272,0.889238382,0.780174831,0.007089187,0.001620108,0.608672767,0.998249433,2
35545,706.777,274.206003,165.971972,1.652122341,0.796011079,36028,212.7376309,0.788312264,0.98659376,0.894177147,0.775831414,0.007714334,0.001724041,0.601914383,0.994436199,2
30833,646.993,239.170384,164.282561,1.455847672,0.726766076,31162,198.1357991,0.777158845,0.989442269,0.925606686,0.828429489,0.007756961,0.002253687,0.686295419,0.999141588,2
37342,716.591,265.585855,179.6523607,1.478332119,0.736499594,37779,218.0488731,0.705631141,0.988432727,0.913828587,0.821010867,0.007112256,0.001993346,0.674058844,0.996482839,2
30890,654.345,244.9321114,160.9467478,1.521820818,0.753796806,31203,198.3188582,0.775293025,0.989968913,0.906596829,0.809689089,0.007929172,0.002102232,0.655596421,0.997700282,2
36691,705.173,259.5012429,180.3735801,1.438687655,0.718934425,37010,216.1398439,0.7954171,0.991380708,0.927209903,0.83290485,0.007072613,0.002099623,0.69373049,0.998061492,2
31367,652.205,237.5303128,168.7997819,1.407171918,0.703550544,31752,199.8442013,0.754377104,0.98787478,0.926647589,0.841341886,0.007572618,0.002340539,0.707856169,0.996075322,2
28562,625.547,236.0184004,154.7383861,1.525273762,0.755090989,28874,190.6994176,0.791980923,0.989194431,0.917230711,0.807985383,0.008263371,0.002172456,0.652840379,0.995760301,2
31193,659.196,241.9689602,164.9914748,1.46655432,0.731472993,31587,199.2891395,0.683652223,0.987526514,0.902065104,0.823614481,0.007757156,0.002201802,0.678340813,0.99482365,2
30671,657.835,245.2232571,159.5048584,1.537403058,0.759551202,31054,197.6145999,0.751298256,0.987666645,0.890643386,0.805855865,0.007995281,0.002079902,0.649403675,0.998395195,2
86769,1135.185,383.4507041,289.1968679,1.325915826,0.656649726,87906,332.3818919,0.808982164,0.987065729,0.84613794,0.86681779,0.004419213,0.001538991,0.751373081,0.996257459,0
39594,738.419,274.8058009,184.1173872,1.492557574,0.742369306,39976,224.5276075,0.772038608,0.990444267,0.912501353,0.817041004,0.006940592,0.001907883,0.667556003,0.996365768,2
49364,852.78,320.5315365,196.5773827,1.630561625,0.789861219,49945,250.7034042,0.696759259,0.988367204,0.852994429,0.782148949,0.006493225,0.001498988,0.611756978,0.997507451,5
33552,682.169,252.2232758,169.7372597,1.485962931,0.739674965,33955,206.6875255,0.706536388,0.98813135,0.906033629,0.819462537,0.007517384,0.002091043,0.67151885,0.997852118,2
38885,731.164,269.474004,184.6777416,1.459158,0.728235714,39317,222.5082464,0.714259474,0.989012386,0.914034034,0.825713216,0.006930025,0.001987154,0.681802314,0.994857301,2
32485,674.716,248.4793207,167.6708249,1.481947267,0.738011766,32838,203.3744984,0.743806384,0.989250259,0.896707324,0.818476555,0.007649048,0.002117445,0.669903871,0.992762211,2
26611,596.977,215.0029413,157.9478445,1.361227448,0.678466775,26920,184.0711208,0.746661055,0.988521545,0.938330559,0.856133036,0.008079476,0.002677491,0.732963775,0.997730409,2
39108,717.398,256.096468,194.8200229,1.314528477,0.649069574,39413,223.145361,0.787721312,0.992261437,0.954893962,0.871333223,0.006548442,0.002328385,0.759221586,0.998018395,4
36209,702.113,259.207537,178.7862044,1.449818446,0.724055671,36530,214.7154645,0.80214887,0.991212702,0.923022667,0.828353477,0.007158649,0.002079092,0.686169482,0.994821172,2
62033,990.706,348.3721294,227.4652059,1.531540298,0.757411844,63197,281.0389095,0.710865878,0.981581404,0.794224102,0.806720417,0.005615916,0.001467211,0.650797831,0.996723105,0
45475,773.603,270.4200681,214.4588917,1.260941274,0.609145681,45854,240.6253692,0.771704453,0.991734636,0.954874468,0.889820681,0.005946566,0.002299619,0.791780845,0.998389147,4
34103,679.813,251.751572,172.8562226,1.456421806,0.727021898,34433,208.3777536,0.748858147,0.990416171,0.927306958,0.827711827,0.007382095,0.002137352,0.685106869,0.997804583,2
25765,593.281,220.5953258,149.0794387,1.479716638,0.737080398,26038,181.1215527,0.707499245,0.989515324,0.919854486,0.821057981,0.008561821,0.002400166,0.674136207,0.997530562,2
30847,650.707,237.9289373,165.3582379,1.438869574,0.719019378,31279,198.1807767,0.770154545,0.986188817,0.91548628,0.832941041,0.007713195,0.002290188,0.693790777,0.99827444,2
32854,681.72,253.8612566,165.0859589,1.537751958,0.759677559,33223,204.5263113,0.708304588,0.988893237,0.888353967,0.805661778,0.007726951,0.002008163,0.6490909,0.998140803,2
29544,652.339,250.6873072,150.9461489,1.660773123,0.79839866,29923,193.9499655,0.665750276,0.987334158,0.872433778,0.773672858,0.008485219,0.001875306,0.598569691,0.994088456,2
23971,580.59,217.2906552,141.1057253,1.539913811,0.760458107,24255,174.702104,0.784776559,0.988291074,0.893628299,0.80400192,0.009064731,0.002336485,0.646419087,0.99542968,2
29505,632.744,237.818635,158.3588239,1.501770657,0.746058294,29835,193.8219099,0.761380058,0.988939165,0.926081933,0.814998833,0.008060282,0.002193603,0.664223097,0.997510757,2
32859,675.504,252.4447767,166.2080841,1.518847763,0.752673608,33272,204.541874,0.718700787,0.98758716,0.904916186,0.810244033,0.007682668,0.002042468,0.656495393,0.997116559,2
51487,909.858,377.6142924,174.9837576,2.157996249,0.886152967,52007,256.0376622,0.762487967,0.990001346,0.781556205,0.678040178,0.007334168,0.000956208,0.459738483,0.992113922,3
29405,633.671,229.1153422,163.5468688,1.400915492,0.700330303,29695,193.4931751,0.740792059,0.990234046,0.920244825,0.844522995,0.007791714,0.002444886,0.71321909,0.999159672,2
29607,636.061,229.8764357,164.2182637,1.399822593,0.699761808,29974,194.156646,0.730207665,0.987756055,0.919616452,0.844613087,0.00776426,0.002437312,0.713371267,0.998593217,2
27740,628.02,226.9172302,156.0404649,1.454220419,0.726038868,28178,187.935268,0.781804859,0.984455959,0.883831288,0.828210656,0.008180145,0.002374127,0.68593289,0.997497615,2
41992,763.279,293.2241221,182.8795225,1.603373183,0.78167568,42415,231.2268907,0.80232336,0.990027113,0.905753031,0.788567083,0.006982857,0.001665588,0.621838044,0.997038445,2
37904,723.594,261.4980498,185.3386629,1.410920127,0.705452358,38347,219.6835718,0.709016087,0.988447597,0.909714241,0.840096406,0.006898957,0.002119726,0.705761971,0.99577377,2
32145,669.928,250.6830123,163.6876312,1.531471929,0.757386714,32461,202.3074026,0.734105234,0.990265241,0.900050826,0.807024779,0.007798507,0.00204051,0.651288994,0.997430813,2
33961,667.497,233.113834,185.7332978,1.255099849,0.604309903,34279,207.9434735,0.771192406,0.990723183,0.957837195,0.892025454,0.006864163,0.002680874,0.79570941,0.99869476,4
38686,719.654,252.105121,196.3229979,1.28413443,0.627353422,39085,221.9381559,0.832816671,0.98979148,0.93867706,0.880339737,0.006516702,0.002414398,0.774998052,0.995201682,2
36774,704.528,260.4162811,180.4722028,1.442971699,0.720923853,37134,216.3841746,0.801665504,0.990305381,0.93100973,0.830916461,0.007081533,0.002082267,0.690422165,0.996259644,2
28847,640.822,233.4161316,157.9871675,1.477437284,0.736123099,29335,191.6484833,0.764766702,0.983364582,0.882745866,0.82105929,0.008091522,0.002268339,0.674138358,0.995997144,2
48101,825.797,310.7655768,197.6018619,1.572685468,0.771808495,48685,247.4754439,0.740414069,0.988004519,0.886374733,0.796341237,0.006460688,0.001602712,0.634159366,0.99733322,5
72611,1084.358,421.7584937,221.2070214,1.906623448,0.851418201,73817,304.0578836,0.68156304,0.9836623,0.776009264,0.720928892,0.005808466,0.000967856,0.519738467,0.990945549,1
32401,662.788,247.9392605,167.097536,1.483799621,0.738781113,32760,203.1113844,0.805554174,0.989041514,0.926870382,0.819198154,0.00765221,0.002125801,0.671085615,0.995756581,2
32964,685.637,257.1406407,163.631746,1.571459372,0.771399505,33343,204.8684172,0.794389821,0.988633296,0.881173195,0.796717379,0.00780065,0.001938776,0.634758581,0.997497321,2
73021,1081.342,378.7105394,246.2334718,1.538014051,0.759772407,74208,304.9151108,0.709348073,0.98400442,0.784750312,0.805140283,0.005186324,0.001344391,0.648250875,0.997018954,0
28771,636.7,241.943451,151.7782079,1.594059215,0.778754127,29121,191.3958593,0.685186949,0.987981182,0.891856786,0.791076834,0.008409282,0.002031484,0.625802557,0.997566334,2
41680,754.927,282.9579343,188.062074,1.504598605,0.747173457,42133,230.3662827,0.779560842,0.989248333,0.919025703,0.814136148,0.006788818,0.001839764,0.662817668,0.997274539,2
54435,924.191,374.3003318,187.1468124,2.000035838,0.866030576,55218,263.2656351,0.728100799,0.985819841,0.800874787,0.703353999,0.006876097,0.001038048,0.494706848,0.989431424,3
53480,916.923,375.1913922,182.908185,2.051255346,0.873119443,54215,260.9460689,0.599168693,0.986442866,0.799347331,0.695501214,0.007015546,0.001012588,0.483721939,0.992237213,3
31851,662.154,236.6913315,171.7051501,1.378475435,0.688286343,32275,201.38012,0.729540301,0.986862897,0.912882585,0.850813246,0.007431206,0.002402017,0.723883179,0.997855181,2
34853,687.382,252.5148524,176.1422122,1.433585109,0.716534272,35228,210.656635,0.716270371,0.989355058,0.926944474,0.834234632,0.00724514,0.002164609,0.695947421,0.997699859,2
33285,685.552,257.5880002,164.8378106,1.562675453,0.768434755,33631,205.8634942,0.694305382,0.989711873,0.889974618,0.799196756,0.007738861,0.001947474,0.638715455,0.998104963,2
48622,833.064,308.8051866,201.1448371,1.535237946,0.758764694,49268,248.812084,0.709571969,0.986888041,0.88041199,0.805725081,0.006351141,0.001651122,0.649192906,0.996665584,5
36287,697.326,256.3527668,180.7023551,1.418646518,0.70930945,36609,214.9466058,0.768206453,0.991204349,0.937754619,0.838479758,0.00706459,0.002153957,0.703048305,0.997377029,2
37866,730.356,273.9633121,176.5962002,1.551354513,0.764521701,38306,219.5734242,0.782161448,0.988513549,0.892051837,0.801470177,0.007235074,0.001841502,0.642354444,0.996519465,2
46562,840.976,337.6311552,176.1020662,1.917246983,0.853201642,47115,243.4842494,0.811523982,0.988262761,0.827321454,0.721154566,0.007251217,0.001209774,0.520063909,0.99709096,3
35147,681.174,248.4542841,180.4774475,1.376650033,0.687271086,35399,211.5432586,0.781044444,0.992881155,0.951879557,0.851437356,0.007069004,0.002291653,0.72494557,0.997996344,2
25723,596.77,225.1437187,145.6950274,1.545308188,0.762388068,26015,180.9738678,0.73626814,0.988775706,0.907648128,0.803814865,0.008752623,0.002253939,0.646118337,0.998451956,2
24139,575.109,215.0774901,143.1321486,1.50264977,0.746405814,24459,175.3132322,0.76350582,0.986916881,0.917125588,0.815116599,0.008909959,0.002426244,0.664415069,0.998383151,2
75761,1040.267,407.3840149,237.768531,1.713363889,0.812007371,76319,310.583163,0.755479548,0.992688583,0.879763458,0.762384266,0.005377226,0.001120556,0.581229768,0.995858096,1
28157,628.77,233.6673957,154.603181,1.511400957,0.749823596,28477,189.3425622,0.686086745,0.988762861,0.894978536,0.810308009,0.008298732,0.002206948,0.656599069,0.992384462,2
35702,691.2,254.3248283,179.08571,1.420129101,0.710040011,36036,213.2069376,0.746778782,0.990731491,0.939063479,0.838325298,0.007123546,0.002170332,0.702789306,0.998051545,2
47881,826.804,323.8412137,189.4978856,1.708943678,0.810920174,48604,246.9088549,0.748784111,0.985124681,0.880172789,0.762438024,0.00676346,0.00140983,0.58131174,0.993429023,5
44648,808.725,310.6323563,183.9106347,1.689039662,0.805899464,45229,238.4273457,0.74552498,0.987154259,0.857847592,0.767554767,0.006957363,0.001489573,0.58914032,0.995081366,3
38702,714.602,251.9059627,195.8963011,1.28591485,0.628689445,39018,221.9840464,0.79300877,0.991901174,0.952389981,0.881217912,0.006508862,0.00242113,0.776545008,0.998570758,4
27460,619.329,235.5165158,148.8726706,1.581999671,0.774877538,27790,186.9843788,0.780490578,0.988125225,0.89963753,0.79393319,0.008576712,0.002102018,0.630329911,0.997181711,2
31160,663.361,246.5982634,161.1849942,1.529908319,0.756810858,31585,199.1836946,0.729469051,0.986544246,0.889830818,0.807725455,0.007913937,0.002077913,0.652420411,0.998143415,2
34054,676.948,244.473034,177.6084166,1.376472122,0.687171838,34391,208.2279987,0.784076257,0.990200925,0.933829043,0.851742196,0.007178981,0.00233064,0.725464768,0.998582028,2
28628,626.577,231.0964606,158.5905524,1.457189329,0.727363277,28931,190.919621,0.705366382,0.989526805,0.916330146,0.826146885,0.008072393,0.002319589,0.682518675,0.99455893,2
53317,886.334,341.5432102,199.2423134,1.714210222,0.812214412,53963,260.5481008,0.689892991,0.988028835,0.8528659,0.762855454,0.006405897,0.001338224,0.581948444,0.997581971,5
66461,967.115,363.9556321,233.9336593,1.555807032,0.766073287,67151,290.8964994,0.783414864,0.98972465,0.892936338,0.799263629,0.005476229,0.001378547,0.638822349,0.993884303,1
64595,1013.236,374.3757955,220.2918279,1.699453852,0.808552289,65684,286.783731,0.68092934,0.98342062,0.790655949,0.766031711,0.00579574,0.00123105,0.586804582,0.997247307,0
72735,1045.498,391.907334,238.1912833,1.645347086,0.794109664,73966,304.3173973,0.717590766,0.983357218,0.836193706,0.776503451,0.005388153,0.001208351,0.602957609,0.992074546,1
36013,716.004,276.2403999,166.6764974,1.657344641,0.797457738,36429,214.1335465,0.672511671,0.988580527,0.882751101,0.775170998,0.007670575,0.001708432,0.600890076,0.995881948,2
35272,682.696,232.1302308,193.5975477,1.199034975,0.551758353,35619,211.9191007,0.779922609,0.990258008,0.951010328,0.912931934,0.006581147,0.002819908,0.833444717,0.999329366,4
35322,697.666,259.1475488,173.8459387,1.490673585,0.741604218,35710,212.069251,0.710346908,0.989134696,0.911926913,0.818334003,0.007336718,0.00202957,0.66967054,0.998260185,2
46274,834.059,318.9300788,185.9829343,1.714835181,0.812367066,46945,242.7300696,0.663940542,0.985706678,0.835898143,0.761076128,0.006892209,0.00142643,0.579236873,0.993295768,5
71601,1107.086,399.3117342,229.1974357,1.742217285,0.818868464,73088,301.9357956,0.643801252,0.979654663,0.734118611,0.756140553,0.005576902,0.001124561,0.571748536,0.996110183,0
49827,831.839,284.1727676,223.5363681,1.271259661,0.617435697,50442,251.876372,0.78125686,0.987807779,0.90489054,0.886349435,0.005703188,0.002171288,0.785615321,0.998721067,4
50129,825.083,303.2506787,210.7995845,1.438573417,0.718881056,50553,252.6385266,0.786682778,0.991612763,0.925344882,0.833101274,0.006049406,0.001797561,0.694057732,0.998453004,4
91641,1147.618,448.7645628,261.3306423,1.71722902,0.812949989,92407,341.5859264,0.80910632,0.991710585,0.874389595,0.761169564,0.004896985,0.001013991,0.579379105,0.994926612,1
38782,725.419,269.6616825,183.6013624,1.468734649,0.732415277,39152,222.213357,0.774880617,0.990549653,0.926109232,0.824044984,0.006953269,0.001977755,0.679050136,0.997344464,2
55718,913.737,351.3318444,207.7851271,1.690842118,0.806362745,57302,266.3500722,0.798721312,0.972356986,0.838615646,0.758115373,0.006305536,0.001284822,0.574738918,0.97179277,3
42613,782.51,284.9225259,191.321562,1.489233743,0.741017003,43152,232.9303688,0.698883112,0.98750927,0.874524904,0.817521774,0.006686282,0.001842306,0.668341851,0.995317236,5
29081,638.527,238.8763025,155.2048378,1.539103457,0.760166004,29406,192.4242168,0.70687895,0.988947834,0.896315008,0.805539163,0.008214171,0.002133488,0.648893343,0.998713988,2
32708,657.63,233.129695,178.91604,1.303011709,0.641105437,33047,204.0713577,0.756079519,0.989741883,0.95038729,0.875355487,0.007127605,0.002581435,0.766247229,0.998429111,2
34680,669.575,231.2624473,191.2410961,1.20927171,0.56228427,34941,210.1331659,0.77594308,0.992530265,0.972054226,0.908635052,0.006668467,0.002803908,0.825617658,0.998396077,4
63993,972.943,381.3852693,214.8941752,1.774758524,0.826145436,64754,285.4442471,0.791600693,0.98824783,0.849508129,0.748440671,0.005959797,0.001153561,0.560163439,0.994154838,1
36851,707.882,261.6030763,179.8202948,1.454802844,0.726299514,37279,216.6105964,0.712041581,0.988519005,0.924139222,0.82801242,0.007098941,0.002058357,0.685604568,0.997419476,2
43318,797.664,304.004135,182.1816921,1.668686527,0.800544187,43868,234.8492934,0.797576963,0.987462387,0.855535977,0.772520062,0.007017963,0.001541807,0.596787247,0.995850838,5
58294,917.877,342.5758264,218.1332902,1.570488512,0.771074821,59011,272.4375635,0.703269393,0.987849723,0.869490308,0.795262078,0.005876691,0.001449952,0.632441773,0.993242539,0
34474,672.3,225.6494093,194.6503481,1.159255102,0.505847536,34774,209.5081384,0.793308174,0.991372865,0.958462926,0.92846748,0.006545495,0.003000469,0.862051862,0.999338019,4
56679,911.133,355.9458366,204.8914494,1.73724105,0.817713549,57531,268.637198,0.810301939,0.985190593,0.857962864,0.754713696,0.00628003,0.001256812,0.569592763,0.98951993,1
30099,638.821,237.1419113,162.3034301,1.461102277,0.729092863,30477,195.7632168,0.803604325,0.987597204,0.926837426,0.825510833,0.007878731,0.002256977,0.681468136,0.995694645,2
49493,833.519,309.5981643,204.0678996,1.517133096,0.752022049,50044,251.0307646,0.714432127,0.988989689,0.89520528,0.810827691,0.006255393,0.001667818,0.657441544,0.997426325,5
30612,655.257,242.0551187,161.4282251,1.499459704,0.745141065,31013,197.4244386,0.723824837,0.987069938,0.895938564,0.815617698,0.007907197,0.002158484,0.665232229,0.997488921,2
48711,833.397,312.5126173,200.1440216,1.561438682,0.768012367,49219,249.0396986,0.721783455,0.989678783,0.881318819,0.79689486,0.006415648,0.001595969,0.635041419,0.991578236,5
65686,1015.675,352.4510301,237.8380449,1.481895087,0.73799004,66838,289.1954577,0.771723295,0.982764296,0.800153215,0.820526635,0.005365695,0.001500294,0.673263958,0.997706552,0
38058,702.407,243.776737,198.9990877,1.225014344,0.577604191,38365,220.1293951,0.743146138,0.991997915,0.96934453,0.902995905,0.006405401,0.002627055,0.815401604,0.998878661,4
42697,759.155,271.54297,200.4329831,1.354781862,0.674662656,43083,233.1598354,0.736663216,0.99104055,0.930992778,0.858648027,0.006359767,0.002132464,0.737276434,0.99884874,4
36234,707.769,262.7650076,176.2424467,1.490929186,0.741708234,36615,214.7895753,0.792953277,0.989594429,0.908956439,0.817420772,0.007251891,0.001997164,0.668176718,0.99620417,2
87082,1139.167,449.7991249,249.5827637,1.80220428,0.831933029,88847,332.9808494,0.737046128,0.980134388,0.84326382,0.740287899,0.005165237,0.000956913,0.548026174,0.987655116,1
47977,871.47,361.1227245,169.52872,2.130156617,0.882959563,48578,247.1562535,0.71973777,0.987628144,0.793849306,0.684410691,0.007526997,0.001018752,0.468417994,0.99780369,3
27077,618.338,225.0890419,153.539085,1.466004841,0.731234666,27539,185.675812,0.755496652,0.983223792,0.889935508,0.824899384,0.008312924,0.00237431,0.680458993,0.997556178,2
70573,1049.016,394.6763972,228.3701261,1.728231288,0.815592825,71745,299.7604617,0.672636294,0.983664367,0.805905684,0.759509471,0.005592456,0.001147929,0.576854637,0.996938232,0
46732,830.8,310.8841393,192.4632493,1.615290922,0.785325147,47421,243.9283305,0.669273183,0.985470572,0.850807396,0.784627775,0.00665249,0.001555316,0.615640745,0.994438906,5
23191,573.695,202.592623,146.1939329,1.385779963,0.69229429,23615,171.8362543,0.704422575,0.98204531,0.885456459,0.848186137,0.00873583,0.002789001,0.719419723,0.996957437,2
69338,1015.684,406.0431256,218.5881833,1.857571253,0.842729428,69920,297.1260398,0.737011054,0.991676201,0.84462504,0.731759809,0.005855997,0.00103575,0.535472417,0.99467817,1
39421,729.778,268.7413024,187.1020983,1.436335054,0.717831975,39773,224.0365508,0.777534517,0.991149775,0.930156375,0.833651355,0.006817212,0.002031068,0.694974581,0.998216352,5
29526,646.0,236.8743741,160.0258018,1.480226135,0.737293606,29989,193.8908734,0.805400982,0.984561006,0.889097611,0.818538832,0.008022569,0.002221521,0.670005819,0.991760124,2
